author_id,speaker_name,speaker_occupation,speaker_description
181,Isabel Allende,Novelist,"Isabel Allende writes stories of passion. Her novels and memoirs, including <em>The House of the Spirits</em> and <em>Eva Luna</em>, tell the stories of women and men who live with passionate commitment -- to love, to their world, to an ideal."
182,J.J. Abrams,Filmmaker,"Writer, director and producer J.J. Abrams makes smart, addictive dramas like TV's <em>Lost</em>, and films like <em>Cloverfield</em> and the new <em>Star Trek</em>."
183,David Gallo,Oceanographer,"A pioneer in ocean exploration, David Gallo is an enthusiastic ambassador between the sea and those of us on dry land."
184,Bill Strickland,Social innovator,"As a Pittsburgh youth besieged by racism in the crumbling remains of the steel economy, Bill Strickland should have been one of the Rust Belt's casualties. Instead, he discovered the potter's wheel, and the transforming power of fountains, irrepressible dreams, and the slide show."
185,Bernie Dunlap,College president,"Bernie Dunlap is a true polymath, whose talents span poetry, opera, ballet, literature and administration. He is the president of South Carolina’s Wofford College."
186,Alison Jackson,Artist,Why can't you make it through the checkout line without flipping through page after page of pregnant celebs in Us magazine? Alison Jackson knows why. And she photographs the people you think you recognize doing what you really want to see.
187,Chris Anderson,Head of TED,"After a long career in journalism and publishing, Chris Anderson became the curator of the TED Conference in 2002 and has developed it as a platform for identifying and disseminating ideas worth spreading."
188,Robin Chase,Transport networker,"With Zipcar, Robin Chase introduced car-crazy America to the concept of non-ownership. Now she's flipping that model with Buzzcar, which lets you rent your own auto to your neighbors."
189,Jaime Lerner,City evangelist,"From building opera houses with wire to mapping the connection between the automobile and your mother-in-law, Jaime Lerner delights in discovering eccentric solutions to vexing urban problems. In the process he has transformed the face of cities worldwide."
190,Michael Pollan,Environmental writer,"Michael Pollan is the author of ""The Omnivore’s Dilemma"", in which he explains how our food not only affects our health but has far-reaching political, economic and environmental implications."
191,David Macaulay,Illustrator,"David Macaulay gets under the skins of skyscrapers, mosques, pyramids, subways, and a host of other ancient and modern marvels. His lavish and micro-detailed renderings expose the world's secret engineering to dazzled readers of all ages."
192,Howard Rheingold,Digital community builder,"Writer, artist and designer, theorist and community builder, Howard Rheingold is one of the driving minds behind our net-enabled, open, collaborative life."
193,Pamelia Kurstin,Theremin player,Pamelia Kurstin excavates a dusty artifact from the prehistoric strata of electronic music -- and demonstrates how to squeeze soul from an instrument you can't even touch.
194,Moshe Safdie,Architect,Moshe Safdie's buildings -- from grand libraries to intimate apartment complexes -- explore the qualities of light and the nature of private and public space.
195,Joseph Lekuton,Kenyan MP,"A teacher, writer and member of the Kenyan parliament, Joseph Lekuton has an inspiring vision for Kenya."
197,George Dyson,Historian of science,"In telling stories of technologies and the individuals who created them, George Dyson takes a clear-eyed view of our scientific past -- while illuminating what lies ahead."
198,Raspyni Brothers,Jugglers,"Unapologetic vaudevillians Barry Friedman and Dan Holzman -- the Raspyni Brothers -- have been international juggling champions, Guinness record holders, recurring guests on ""The Tonight Show"" and, recently, preeminent entertainers on the corporate seminar circuit."
200,Roy Gould + Curtis Wong,Researcher,"Curtis Wong is manager of Next Media Research for Microsoft, whose focus ""spans the linear and interactive media spectrum from television, broadband and gaming to emerging media forms."" He's a leader on the WorldWide Telescope project."
201,Steve Jurvetson,Venture capitalist,"Venture capitalist Steve Jurvetson (he brought you Hotmail) is one of the most influential funders and thinkers in Silicon Valley. He's also an enthusiastic hobbyist, blogger and Flickr-er."
202,Alan Kay,Educator and computing pioneer,"One of the true luminaries of personal computing, Alan Kay conceived of laptops and graphical interfaces years before they were realized. At XeroxPARC, Apple, HP and Disney, he has developed tools for improving the mind."
203,Jill Bolte Taylor,Neuroanatomist,Brain researcher Jill Bolte Taylor studied her own stroke as it happened -- and has become a powerful voice for brain recovery.
204,Johnny Lee,Human-computer interaction researcher,"Researcher Johnny Lee became a YouTube star with his demo of Wii Remote hacks -- bending the low-cost game piece to power an interactive whiteboard, a multitouch surface, a head-mounted display ..."
205,Christopher deCharms,Brain researcher,Christopher deCharms is working on a way to use fMRI scans to show brain activity -- in real time.
206,Dave Eggers,Author,"Writing is only his day job: Dave Eggers moonlights as a publisher, philanthropist and advocate for students and teachers."
207,Neil Turok,Physicist,"Neil Turok is working on a model of the universe that explains the big bang -- while, closer to home, he's founded a network of math and science academies across Africa."
208,Karen Armstrong,Religious scholar,"Karen Armstrong -- winner of the 2008 TED Prize -- is a provocative, original thinker on the role of religion in the modern world."
209,Stephen Hawking,Theoretical physicist,"Stephen Hawking's scientific investigations shed light on the origins of the cosmos, the nature of time and the ultimate fate of the universe. His bestselling books for a general audience have given an appreciation of physics to millions."
210,Alisa Miller,CEO,"As the CEO of Public Radio International, Alisa Miller works to bring the most significant news stories to millions  -- empowering Americans with the knowledge to make choices in an interconnected world."
211,Tom Wujec,Designer,Tom Wujec studies how we share and absorb information. He's an innovative practitioner of business visualization -- using design and technology to help groups solve problems and understand ideas. He is a Fellow at Autodesk.
212,Siegfried Woldhek,Illustrator,"Siegfried Woldhek knows faces -- he's drawn more than 1,100 of them. Using sophisticated image analysis and his own skills as an artist, he's come up with a fascinating discovery about Leonardo Da Vinci."
213,Clifford Stoll,Astronomer,Astronomer Clifford Stoll helped to capture a notorious KGB hacker back in the infancy of the Internet. His agile mind continues to lead him down new paths -- from education and techno-skepticism to the making of zero-volume bottles.
